iteration,solved,valid_moves,total_moves
465,True,5825,33063
466,True,13686,76582
467,True,5003,28461
468,True,30903,174573
469,True,2986,17073
470,True,2010,11378
471,True,5247,28997
472,True,1593,8883
473,True,4559,26029
474,True,11911,65882
475,True,50083,278257
476,True,21821,124178
477,True,14309,79176
478,True,10121,55706
479,True,6314,35385
480,True,3061,17328
481,True,1039,5730
482,True,10219,56641
483,True,6389,35433
484,True,18513,102575
485,True,1559,8693
486,True,549,3754
487,True,19224,104631
488,True,11487,63947
489,True,14442,81655
490,True,5382,29598
491,True,31173,176785
492,True,35307,195649
493,True,1128,6423
494,True,5170,28708
495,True,21190,117829
496,True,13610,75660
497,True,14589,82994
498,True,5507,31879
499,True,8336,45711
500,True,661,3728
501,True,4124,23231
502,True,17131,95911
503,True,4342,24201
504,True,9535,53430
505,True,5235,28954
506,True,8639,48688
507,True,1696,9172
508,True,4060,23390
509,True,22953,131417
510,True,3208,18140
511,True,21183,118823
512,True,16883,93894
513,True,3023,16853
514,True,10719,58132
515,True,1227,7010
516,True,10501,58706
517,True,424,2857
518,True,2656,14337
519,True,20077,112216
520,True,5389,30121
521,True,11604,64718
522,True,12871,71350
523,True,3657,21203
524,True,38206,213270
525,True,900,5518
526,True,1025,6581
527,True,6115,34489
528,True,25124,138690
529,True,4951,27496
530,True,5395,30562
531,True,5899,32743
532,True,6319,35127
533,True,2641,14880
534,True,9693,54260
535,True,2165,11957
536,True,27485,153361
537,True,20497,112956
538,True,2955,17328
539,True,10601,58741
540,True,11694,65472
541,True,45694,250315
542,True,40195,225463
543,True,8197,45491
544,True,13059,71559
545,True,24512,136677
546,True,5929,34242
547,True,15063,84158
548,True,23225,130417
549,True,886,5529
550,True,5801,33102
551,True,6854,38793
552,True,2073,12224
553,True,4108,22769
554,True,2384,14009
555,True,33158,187457
556,True,4745,26735
557,True,4951,26906
558,True,887,5209
559,True,17240,95181
560,True,34208,190351
561,True,21547,121475
562,True,8830,48912
563,True,3398,19562
564,True,2045,11257
565,True,10399,56486
566,True,4594,25818
567,True,10885,60461
568,True,8188,46886
569,True,12304,69325
570,True,23868,132724
571,True,12485,70134
572,True,9362,51916
573,True,14281,79196
574,True,7429,42545
575,True,4895,26809
576,True,32100,180867
577,True,5451,30023
578,True,9587,52581
579,True,931,6788
580,True,17847,99372
581,True,9626,52762
582,True,3819,20987
583,True,7674,42874
584,True,16740,90765
585,True,3539,20373
586,True,10896,60593
587,True,5429,29810
588,True,14225,79005
589,True,8675,47842
590,True,4633,25865
591,True,1554,8859
592,True,7552,42129
593,True,1787,10957
594,True,2421,13122
595,True,41627,230065
596,True,2280,12711
597,True,4925,27003
598,True,3470,18488
599,True,14329,81611
600,True,1945,10588
601,True,5986,33781
602,True,11285,65084
603,True,13284,75047
604,True,7814,43048
605,True,25332,141472
606,True,10099,56685
607,True,7488,41985
608,True,6298,36477
609,True,7720,42485
610,True,3555,20952
611,True,14322,80826
612,True,12385,69540
613,True,1621,9038
614,True,30742,173567
615,True,23263,127377
616,True,1558,8317
617,True,18653,104243
618,True,17448,97498
619,True,5635,34300
620,True,6946,38255
621,True,6901,37487
622,True,3023,16441
623,True,11770,66986
624,True,30715,173636
625,True,1165,7303
626,True,70244,389274
627,True,6026,34504
628,True,10429,59132
629,True,2277,13131
630,True,13812,76102
631,True,5499,31612
632,True,11014,60663
633,True,6839,37134
634,True,4026,22957
635,True,12164,66711
636,True,9456,53905
637,True,7313,40423
638,True,7207,39871
639,True,17093,97075
640,True,10562,58119
641,True,4188,22669
642,True,3723,20909
643,True,9650,53466
644,True,11647,64295
645,True,5849,32834
646,True,36372,206548
647,True,3537,19519
648,True,8508,47062
649,True,8390,47109
650,True,3033,16849
651,True,5284,29341
652,True,9475,51758
653,True,2823,15586
654,True,30616,171986
655,True,1989,12120
656,True,5585,31319
657,True,3756,22457
658,True,7013,38974
659,True,4230,23099
660,True,4697,26142
661,True,7757,42288
662,True,3346,17719
663,True,1306,7436
664,True,65282,364063
665,True,5044,27559
666,True,4455,24416
667,True,4467,25348
668,True,9200,49864
669,True,7121,39412
670,True,12542,70910
671,True,18478,102246
672,True,12539,71505
673,True,13370,75386
674,True,18832,105123
675,True,2971,17868
676,True,2734,15462
677,True,8411,46271
678,True,15546,84984
679,True,2736,15300
680,True,14631,81341
681,True,16391,91803
682,True,10527,58499
683,True,9281,51004
684,True,5119,28177
685,True,16328,90240
686,True,2138,12502
687,True,2577,15061
688,True,20424,114874
689,True,2323,12888
690,True,24943,136445
691,True,16996,95382
692,True,5070,27797
693,True,12677,70624
694,True,10993,60700
695,True,13382,74383
696,True,28116,157411
697,True,19555,110022
698,True,9137,51545
699,True,18668,103454
700,True,12952,72458
701,True,10209,57154
702,True,3633,20253
703,True,16432,92548
704,True,25072,139645
705,True,16258,90511
706,True,2656,14812
707,True,42345,237483
708,True,25972,145320
709,True,33132,187694
710,True,11548,63118
711,True,22815,128337
712,True,6077,34015
713,True,3187,17756
714,True,16126,87389
715,True,11061,61406
716,True,2235,12223
717,True,3477,20373
718,True,1591,8954
719,True,27670,156167
720,True,2217,13148
721,True,2381,14136
722,True,8768,50298
723,True,22649,126915
724,True,1485,8674
725,True,13813,76813
726,True,26946,149363
727,True,8863,50611
728,True,18908,103639
729,True,17120,94748
730,True,26803,150234
731,True,48957,274100
732,True,5329,29434
733,True,262,1739
734,True,21142,115288
735,True,33263,185002
736,True,2338,12740
737,True,19475,109560
738,True,5492,30829
739,True,33298,186725
740,True,31781,178360
741,True,31872,180572
742,True,1134,6431
743,True,2931,17552
744,True,3600,20365
745,True,8033,45406
746,True,39868,223267
747,True,6824,37497
748,True,6165,35928
749,True,25129,139517
750,True,411,2759
751,True,14877,83030
752,True,10753,60642
753,True,8713,47363
754,True,25517,141176
755,True,29305,163907
756,True,5241,29035
757,True,12070,68915
758,True,6229,34633
759,True,727,4049
760,True,9339,51079
761,True,28670,159677
762,True,18054,101455
763,True,16229,90018
764,True,19195,106889
765,True,16416,92990
766,True,2937,17471
767,True,4939,27044
768,True,7882,42954
769,True,37086,203672
770,True,13236,76381
771,True,26648,149308
772,True,19021,104706
773,True,2346,12687
774,True,6401,36443
775,True,4513,25711
776,True,4197,22864
777,True,9653,53382
778,True,6337,36039
779,True,39908,222034
780,True,20661,117096
781,True,4633,26357
782,True,14638,81774
783,True,27531,153755
784,True,8598,47288
785,True,16782,92615
786,True,8723,48722
787,True,8755,49696
788,True,9658,54525
789,True,895,5206
790,True,24748,140490
791,True,2839,16937
792,True,597,3616
793,True,2812,15528
794,True,30102,166737
795,True,53805,303643
796,True,6553,37686
797,True,2372,13439
798,True,2821,16074
799,True,33040,187001
800,True,55155,303552
801,True,39723,220201
802,True,2167,11796
803,True,23937,134292
804,True,51544,287462
805,True,24761,138484
806,True,2922,16089
807,True,1334,7613
808,True,9317,50427
809,True,16865,94752
810,True,20293,115988
811,True,19580,110085
812,True,33594,187204
813,True,12252,67656
814,True,6454,35272
815,True,2121,11663
816,True,8197,45390
817,True,10582,59290
818,True,61840,344008
819,True,1329,7158
820,True,2646,14932
821,True,10982,60610
822,True,4953,27641
823,True,18052,100517
824,True,864,4905
825,True,5503,30774
826,True,19758,110745
827,True,15453,85533
828,True,5699,31710
829,True,6577,37342
830,True,31752,175866
831,True,3980,22371
832,True,6103,34132
833,True,6993,37564
834,True,41582,229877
835,True,43494,243079
836,True,5905,32693
837,True,4904,26976
838,True,8425,46611
839,True,52852,293105
840,True,948,6339
841,True,11305,62432
842,True,527,3086
843,True,10003,56667
844,True,5892,32689
845,True,2920,16080
846,True,12525,69492
847,True,11004,61472
848,True,1907,11675
849,True,597,3865
850,True,12782,71245
851,True,17729,99553
852,True,4024,22824
853,True,3252,18489
854,True,1626,9219
855,True,7225,40652
856,True,44197,245861
857,True,4327,25351
858,True,20606,114746
859,True,10671,60135
860,True,7145,40390
861,True,17693,98678
862,True,19006,107337
863,True,26426,147682
864,True,25574,141152
865,True,54718,305173
866,True,6955,39708
867,True,4089,23188
868,True,66939,372849
869,True,16958,94189
870,True,8649,47622
871,True,4337,23933
872,True,5880,34768
873,True,5867,33131
874,True,9323,52042
875,True,5898,33006
876,True,27475,152682
877,True,24165,136554
878,True,4883,26797
879,True,26762,150683
880,True,11257,62952
881,True,6459,37630
882,True,7442,40805
883,True,2684,14821
884,True,24559,135103
885,True,17592,95641
886,True,29130,162682
887,True,12914,72088
888,True,25306,141233
889,True,15369,86453
890,True,11014,61451
891,True,5971,35855
892,True,13254,73117
893,True,283,1641
894,True,2664,15363
895,True,5151,28400
896,True,25033,137984
897,True,838,5230
898,True,49258,275715
899,True,9347,52691
900,True,1322,7440
901,True,2784,15328
902,True,10050,57804
903,True,10295,57419
904,True,5453,30014
905,True,21899,124871
906,True,6316,35564
907,True,8277,47168
908,True,12841,71279
909,True,45657,252223
910,True,8524,47807
911,True,1094,6003
912,True,8942,50900
913,True,33944,189415
914,True,8572,47985
915,True,14024,77255
916,True,15400,86040
917,True,4493,24977
918,True,36448,204109
919,True,15400,87499
920,True,1997,11196
921,True,2285,12541
922,True,11313,64426
923,True,3515,19556
924,True,9368,52572
925,True,1226,7156
926,True,9569,51877
927,True,5756,32065
928,True,40811,223655
929,True,26957,155831
930,True,16971,95246
931,True,10579,58550
932,True,8457,46819
933,True,4255,23615
934,True,8650,48766
935,True,19187,107369
936,True,10407,58357
937,True,21351,119754
938,True,2504,14646
939,True,13458,75564
940,True,19555,109385
941,True,6473,36369
942,True,17431,97087
943,True,23842,131348
944,True,7426,40422
945,True,10570,59342
946,True,24596,137565
947,True,15011,82743
948,True,5171,28779
949,True,1812,10839
950,True,7298,39619
951,True,2996,17125
952,True,2927,16887
953,True,7697,43903
954,True,9005,50908
955,True,21128,118744
956,True,9124,50878
957,True,32993,184940
958,True,23276,128359
959,True,33008,183552
960,True,50617,283218
961,True,18849,104791
962,True,5512,32337
963,True,3397,18929
964,True,3366,18910
965,True,14380,80794
966,True,5832,32149
967,True,65471,368500
968,True,14545,81583
969,True,14170,79511
970,True,1380,7547
971,True,28799,161248
972,True,24186,136591
973,True,1797,9719
974,True,19880,107717
975,True,17072,96276
976,True,10464,57226
977,True,32135,179139
978,True,11833,65229
979,True,9169,51471
980,True,29743,163752
981,True,3610,20476
982,True,1552,9099
983,True,6553,37000
984,True,9630,55693
985,True,24388,136859
986,True,9372,51095
987,True,7680,43924
988,True,2709,16090
989,True,33829,189498
990,True,24985,141724
991,True,5157,28772
992,True,2495,14944
993,True,5717,31592
994,True,6297,35094
995,True,4031,22984
996,True,5870,33082
997,True,1711,10238
998,True,18942,104764
999,True,2236,12604
1000,True,1893,10419
