iteration,solved,valid_moves,total_moves
885,True,10334,29412
886,True,21073,58540
887,True,28016,79180
888,True,52279,149268
889,True,14142,40566
890,True,30076,86562
891,True,26337,74021
892,True,23111,66412
893,True,5030,14986
894,True,28605,79818
895,True,45957,123626
896,True,124530,341663
897,True,39245,113019
898,True,47298,137316
899,True,24351,68895
900,True,16070,45905
901,True,13884,37827
902,True,3836,10111
903,True,160790,443317
904,True,6896,20241
905,True,49471,140817
906,True,46814,127688
907,True,57225,163334
908,True,25520,74101
909,True,18509,56650
910,True,13127,39774
911,True,16952,47600
912,True,17292,50034
913,True,7954,22461
914,True,10781,29374
915,True,6384,19425
916,True,57437,160046
917,True,35441,102427
918,True,59836,175470
919,True,12914,36553
920,True,6447,18662
921,True,26464,73848
922,True,35044,99881
923,True,105883,300161
924,True,101598,290543
925,True,10135,28283
926,True,23300,67398
927,True,4224,14030
928,True,32061,93349
929,True,5205,14849
930,True,13168,37973
931,True,69768,196348
932,True,10780,30659
933,True,25645,72578
934,True,27538,77384
935,True,17085,45345
936,True,32883,93091
937,True,11982,32439
938,True,27165,75270
939,True,34824,98449
940,True,46707,130592
941,True,18210,49838
942,True,7037,20999
943,True,15844,48235
944,True,34022,95923
945,True,44645,124781
946,True,20415,55193
947,True,6988,19559
948,True,9832,26627
949,True,28356,79297
950,True,16617,46368
951,True,26362,73374
952,True,10615,30515
953,True,13575,37061
954,True,111721,319704
955,True,18452,52994
956,True,29126,81265
957,True,117788,331410
958,True,12999,38938
959,True,11164,30435
960,True,23666,65137
961,True,16893,46707
962,True,29320,81196
963,True,27836,77073
964,True,15931,43503
965,True,2602,8963
966,True,36838,103400
967,True,56775,156848
968,True,24187,68482
969,True,19394,56290
970,True,26718,78743
971,True,40351,109979
972,True,45443,130193
973,True,62770,173860
974,True,50514,142794
975,True,17162,46580
976,True,16392,47922
977,True,11376,31599
978,True,55193,156407
979,True,79317,223383
980,True,6698,20263
981,True,7066,19252
982,True,12429,33892
983,True,56493,159857
984,True,6811,20235
985,True,97347,269686
986,True,27498,78314
987,True,70667,192992
988,True,30826,83514
989,True,16129,44106
990,True,5965,16917
991,True,4400,12347
992,True,64362,179462
993,True,32610,87652
994,True,70919,198106
995,True,49280,136755
996,True,18945,54239
997,True,20577,58989
998,True,82381,225673
999,True,6688,18554
1000,True,21817,63510
